sample	GCA_010279815.1_ASM1027981v1_genomic	rotifer_0.001_1	rotifer_0.001_2	rotifer_0.001_4	rotifer_0.001_8	rotifer_0.003_1	rotifer_0.003_2	rotifer_0.003_4	rotifer_0.003_8	rotifer_0.005_1	rotifer_0.005_2	rotifer_0.005_4	rotifer_0.005_8	rotifer_0.007_1	rotifer_0.007_2	rotifer_0.007_4	rotifer_0.007_8	rotifer_0.01_1	rotifer_0.01_2	rotifer_0.01_4	rotifer_0.01_8	rotifer_0.1_1	rotifer_0.1_2	rotifer_0.1_4	rotifer_0.1_8	rotifer_0.2_1	rotifer_0.2_2	rotifer_0.2_4	rotifer_0.2_8	rotifer_genome_1	rotifer_genome_2	rotifer_genome_4	rotifer_genome_8
rotifer_0.005_2	0.005025129383404381	0.00550825388358378	0.005754841102593833	0.00562892612495236	0.0061101486513230885	0.007269579951574068	0.007819968702791558	0.0076202799204049265	0.00808192109987449	0	0.0	0	2.9239687870163955e-05	0.01120637150083903	0.011194126962486228	0.011407393490082685	0.011866763550125281	0.014103633211403732	0.014533344840150564	0.014517548977872052	0.015057248031365322	0.10132686899351018	0.10049018430038459	0.10001814404072606	0.10103059386147284	0.19777000630556263	0.197421737129012	0.19583209307174687	0.19710481731291918	0.004615427521365234	0.004771748783133245	0.004603382767661923	0.005074639094060918
rotifer_0.005_4	0.005134915784589245	0.005545875741071349	0.005622782613153965	0.005764973138739804	0.006109520543962743	0.007423016216740019	0.0076276935673436075	0.007587461692349806	0.008040556007985145	0	0	0.0	0	0.011350433570797569	0.01135905259913328	0.011526871767213343	0.011905052680402872	0.014068109077090774	0.014491177911118092	0.014519416662654105	0.015011781198868035	0.10149749322176804	0.10056044885132664	0.10053001657638272	0.1014944260101448	0.195188834688364	0.19554075074825872	0.1980017058665522	0.19462622536166974	0.004738723482848095	0.004646057712601626	0.004642199261351454	0.005118286347523093
rotifer_0.005_8	0.005291330505530545	0.006093562615344883	0.006112027834906386	0.006070492627182511	0.00638843630676178	0.008047081284808244	0.00813824593417578	0.007981925852196481	0.008367178909995387	0.00018983542293993239	2.9239687870163955e-05	0	0.0	0.01188608938829716	0.011808323491174333	0.011902181186904892	0.012250133128044571	0.014905581275872382	0.015210593043944898	0.015083650201117016	0.015563259384493544	0.10295966839242632	0.10240835810978466	0.10288631850380481	0.10333867259474083	0.1985228865226052	0.1979152410053202	0.19741443662917957	0.19706952006613443	0.005145604226439393	0.005090067135610776	0.004964911257066884	0.005389992373352137
rotifer_0.007_1	0.0068553741723759165	0.007332321657853913	0.0073536920307428755	0.007421596417370058	0.007969336937198368	0.009154284307363647	0.009610064887768277	0.00933698910108649	0.010012334125083733	0.011127178963269757	0.01120637150083903	0.011350433570797569	0.01188608938829716	0.0	0	0	0.00020264917261625381	0.01575654973827234	0.016203649100199335	0.016269519995291026	0.016975897125136474	0.10105707303610956	0.10164776327295022	0.10143936829793998	0.10260139970426463	0.19052067372190196	0.1925881563839189	0.188422707154005	0.19292080919441634	0.00613142732898897	0.0064168600533636155	0.0062717051389504785	0.006997134505857039
rotifer_0.007_2	0.006861397297282745	0.007421031996504901	0.007450087716271536	0.007436141687847897	0.007883571510384324	0.009054709943218442	0.009407105124184523	0.009344424243419303	0.009813993863394987	0.011220499930920114	0.011194126962486228	0.01135905259913328	0.011808323491174333	0	0.0	0	0	0.015840897336390936	0.015993206473540078	0.016148830896063116	0.016708024963213886	0.10200354571846992	0.10083838910338272	0.10115967317944796	0.10204606137695815	0.19485662954688288	0.19429731218362833	0.19035564728348375	0.1941430667508538	0.006388090647411859	0.0066111910382739	0.006305429784633998	0.006938964666391767
rotifer_0.007_4	0.0070932315687916025	0.007487366341174306	0.007642823188044989	0.007679197430304541	0.008037580987011128	0.009287056815515782	0.009658412077496514	0.00949648841925077	0.009960291831155765	0.011421296465136788	0.011407393490082685	0.011526871767213343	0.011902181186904892	0	0	0.0	0	0.01597017903865383	0.016269562586570196	0.01629637580124521	0.016872346719723486	0.1036234211027901	0.10210474890357457	0.10238743711830145	0.10333684029130819	0.19336305696321465	0.19268097588189614	0.19506765222057232	0.192488925219367	0.006673850155537786	0.006701305070758501	0.0065684445488072285	0.007059438251361794
rotifer_0.007_8	0.007253068228629145	0.008029288897511977	0.008080541706899869	0.007942563071852038	0.008344589222739285	0.009922357994299857	0.010132728760108733	0.009927048033919195	0.010334635570167339	0.011928704527226497	0.011866763550125281	0.011905052680402872	0.012250133128044571	0.00020264917261625381	0	0	0.0	0.016667157120341836	0.016790957060355716	0.016818417653353568	0.017294574279778874	0.10447721870836346	0.10344022951158838	0.10366597928788235	0.10454680227568902	0.19619817477403478	0.19373298119660032	0.19289282919814543	0.19477332928914703	0.00706800859180845	0.0070886109961920685	0.006822443879659801	0.0073416262246756014
rotifer_0.01_1	0.00973919827073777	0.01010995082396371	0.010309003847725373	0.010247605623535883	0.010890055733858262	0.011697513199803056	0.012084373619870359	0.011963160666288108	0.012802584822245944	0.013803275443875052	0.014103633211403732	0.014068109077090774	0.014905581275872382	0.01575654973827234	0.015840897336390936	0.01597017903865383	0.016667157120341836	0.0	0	0	0.00025121398690652885	0.10248304246815965	0.10258315243060723	0.10169442504705062	0.10356701271310143	0.19763993207595454	0.19917366160921557	0.1931350142942424	0.19786107090246818	0.009185657976272354	0.00935444411296027	0.009072556117986297	0.009893617574555091
rotifer_0.01_2	0.010087096560669084	0.010401265352571576	0.010650948991998699	0.010487274796741497	0.011085644814524898	0.012214585798183686	0.012417151325693987	0.012261828513178474	0.013010248040149941	0.014703772224251677	0.014533344840150564	0.014491177911118092	0.015210593043944898	0.016203649100199335	0.015993206473540078	0.016269562586570196	0.016790957060355716	0	0.0	0	7.247675672317211e-05	0.10396258722519702	0.10388726283207528	0.10370741517394189	0.10488721584585514	0.19582691728494594	0.19832048496356436	0.19439933107106222	0.19592177244755637	0.009600407533690736	0.00963097016324832	0.009438526356540633	0.01016366836532312
rotifer_0.01_4	0.010142935904260408	0.010504603148028036	0.01061504170675398	0.010508790796680878	0.011102198216790038	0.012372800817564422	0.012451220961451015	0.012374260724173136	0.012988650224135978	0.014515218127816865	0.014517548977872052	0.014519416662654105	0.015083650201117016	0.016269519995291026	0.016148830896063116	0.01629637580124521	0.016818417653353568	0	0	0.0	0	0.10456599627951457	0.10367303277506379	0.10342891385811648	0.10454193271041023	0.19833374631163503	0.19974395075857732	0.1996990543173215	0.19898933762723348	0.009623455094532551	0.009639334163276558	0.00947940454106666	0.010142819081927157
rotifer_0.01_8	0.010369466882981349	0.010978633768108037	0.01108283634840046	0.0109751770766362	0.011436461051725688	0.012885931975778697	0.013025494580793162	0.012845858184963643	0.01341185839527459	0.015114467704841483	0.015057248031365322	0.015011781198868035	0.015563259384493544	0.016975897125136474	0.016708024963213886	0.016872346719723486	0.017294574279778874	0.00025121398690652885	7.247675672317211e-05	0	0.0	0.10545407322669165	0.10552591925427002	0.10505852975666075	0.1061793050607086	0.2010522445364884	0.20063512921797855	0.19933748857804545	0.20011238742946247	0.010127037138818684	0.010138860611150657	0.009909532414920874	0.010465323102497814
rotifer_0.1_1	0.09849159355204884	0.09707211492584877	0.0977848383712111	0.09889197556853346	0.09979641600167077	0.0976759593497265	0.100079929154541	0.09973535793084687	0.10065585398196042	0.10030946591433698	0.10132686899351018	0.10149749322176804	0.10295966839242632	0.10105707303610956	0.10200354571846992	0.1036234211027901	0.10447721870836346	0.10248304246815965	0.10396258722519702	0.10456599627951457	0.10545407322669165	0.0	0	0	0.00012650976941153136	0.23032233104809197	0.22683902724140004	0.2236737444346354	0.22557305975834885	0.09659050513404144	0.0958349548247025	0.09753502278381054	0.09857421438223668
rotifer_0.1_2	0.0984920716113038	0.09715133213526161	0.09745509660012941	0.09770521432429413	0.09918110314523643	0.09796591215849537	0.09885713148973996	0.09886255016645717	0.10036614382260078	0.09932679542428557	0.10049018430038459	0.10056044885132664	0.10240835810978466	0.10164776327295022	0.10083838910338272	0.10210474890357457	0.10344022951158838	0.10258315243060723	0.10388726283207528	0.10367303277506379	0.10552591925427002	0	0.0	6.731253238223545e-05	0.00010299800219593092	0.24393791538297305	0.2389633447751195	0.23264622564597104	0.23556460823596492	0.096201356553131	0.09675644131255745	0.09679561499633427	0.09815934108112145
rotifer_0.1_4	0.09869251886964292	0.09730542499639983	0.09772253486751215	0.09758529790175352	0.09954412194135842	0.09762792693413946	0.09906663473933486	0.09889813037204853	0.1005718567797963	0.09911113975535202	0.10001814404072606	0.10053001657638272	0.10288631850380481	0.10143936829793998	0.10115967317944796	0.10238743711830145	0.10366597928788235	0.10169442504705062	0.10370741517394189	0.10342891385811648	0.10505852975666075	0	6.731253238223545e-05	0.0	0.00013067799186705642	0.23377706666334896	0.23595459705548139	0.23752420083302073	0.23374136474462304	0.0963365423666871	0.09671727681365538	0.0964814615496078	0.09842472471574315
rotifer_0.1_8	0.09913934860252471	0.0979211623876135	0.09832932769838088	0.09869965718308404	0.10000181930929575	0.09866257620330354	0.09938574590101001	0.09984666363287797	0.10096909675536458	0.10012536759291912	0.10103059386147284	0.1014944260101448	0.10333867259474083	0.10260139970426463	0.10204606137695815	0.10333684029130819	0.10454680227568902	0.10356701271310143	0.10488721584585514	0.10454193271041023	0.1061793050607086	0.00012650976941153136	0.00010299800219593092	0.00013067799186705642	0.0	0.2450363137728625	0.2417517461677826	0.2363489910578933	0.23956329549310185	0.09694641930220538	0.09710183366631664	0.09764601088049452	0.0989402044123554
rotifer_0.2_1	0.19494709757908557	0.1944353029946373	0.1939138689326707	0.19150202565127905	0.1962084052922708	0.20289110273787547	0.2010809210903518	0.18989943347720506	0.19852709400870983	0.1977092384987147	0.19777000630556263	0.195188834688364	0.1985228865226052	0.19052067372190196	0.19485662954688288	0.19336305696321465	0.19619817477403478	0.19763993207595454	0.19582691728494594	0.19833374631163503	0.2010522445364884	0.23032233104809197	0.24393791538297305	0.23377706666334896	0.2450363137728625	0.0	0	0	9.346237375773558e-05	0.19345906096445709	0.1921737329852724	0.19063456439951765	0.1947767327771357
rotifer_0.2_2	0.19463993643610578	0.19621967381510808	0.19212420380534023	0.1939692910644808	0.19544436570221513	0.19618942701213737	0.2009947774124664	0.19328849908932977	0.197914978526195	0.19817648900458018	0.197421737129012	0.19554075074825872	0.1979152410053202	0.1925881563839189	0.19429731218362833	0.19268097588189614	0.19373298119660032	0.19917366160921557	0.19832048496356436	0.19974395075857732	0.20063512921797855	0.22683902724140004	0.2389633447751195	0.23595459705548139	0.2417517461677826	0	0.0	0	0.0001284309169897746	0.19440316813219027	0.19425768463923054	0.19252935558032858	0.19429342960121732
rotifer_0.2_4	0.1938887843641941	0.19236488425424492	0.1891047028577103	0.19639621390891437	0.19449091136733843	0.19498379516956332	0.19508162846889665	0.19362098632603908	0.1956233047042476	0.19070194432129584	0.19583209307174687	0.1980017058665522	0.19741443662917957	0.188422707154005	0.19035564728348375	0.19506765222057232	0.19289282919814543	0.1931350142942424	0.19439933107106222	0.1996990543173215	0.19933748857804545	0.2236737444346354	0.23264622564597104	0.23752420083302073	0.2363489910578933	0	0	0.0	0.00010093590551663034	0.18998994206446163	0.1929217786550721	0.1916291933145955	0.19340561648552723
rotifer_0.2_8	0.1934168065372962	0.19498862260113015	0.18993215991318835	0.1934326908124535	0.194335388658196	0.19871867108247776	0.19711005082365451	0.19088359585169234	0.19566840830041599	0.19566433065880817	0.19710481731291918	0.19462622536166974	0.19706952006613443	0.19292080919441634	0.1941430667508538	0.192488925219367	0.19477332928914703	0.19786107090246818	0.19592177244755637	0.19898933762723348	0.20011238742946247	0.22557305975834885	0.23556460823596492	0.23374136474462304	0.23956329549310185	9.346237375773558e-05	0.0001284309169897746	0.00010093590551663034	0.0	0.19433383948021143	0.19299639888270148	0.19131495800104292	0.1930701812502399
rotifer_genome_1	0	0.0004081553316978015	0.0007539094395311308	0.0007786409292837027	0.001106917048256495	0.0021648967177673173	0.002734681937203054	0.002682693181650264	0.0031667097865210048	0.004116920795804946	0.004615427521365234	0.004738723482848095	0.005145604226439393	0.00613142732898897	0.006388090647411859	0.006673850155537786	0.00706800859180845	0.009185657976272354	0.009600407533690736	0.009623455094532551	0.010127037138818684	0.09659050513404144	0.096201356553131	0.0963365423666871	0.09694641930220538	0.19345906096445709	0.19440316813219027	0.18998994206446163	0.19433383948021143	0.0	0	0	0.00010932136941399495
rotifer_genome_2	0	0.0007328741126262361	0.0008027689505499813	0.0007221656593979775	0.001088506224239616	0.0025843319754700333	0.002709907126473121	0.0026357568829946665	0.003122780115984103	0.004616133819974388	0.004771748783133245	0.004646057712601626	0.005090067135610776	0.0064168600533636155	0.0066111910382739	0.006701305070758501	0.0070886109961920685	0.00935444411296027	0.00963097016324832	0.009639334163276558	0.010138860611150657	0.0958349548247025	0.09675644131255745	0.09671727681365538	0.09710183366631664	0.1921737329852724	0.19425768463923054	0.1929217786550721	0.19299639888270148	0	0.0	0	7.458137922311536e-05
rotifer_genome_4	0	0.0005150943567354682	0.0006152462646720203	0.0006990949933567414	0.0009330798012719965	0.0023902890648356268	0.002606122025679558	0.0025720090021114084	0.002875611705022818	0.004503816126310678	0.004603382767661923	0.004642199261351454	0.004964911257066884	0.0062717051389504785	0.006305429784633998	0.0065684445488072285	0.006822443879659801	0.009072556117986297	0.009438526356540633	0.00947940454106666	0.009909532414920874	0.09753502278381054	0.09679561499633427	0.0964814615496078	0.09764601088049452	0.19063456439951765	0.19252935558032858	0.1916291933145955	0.19131495800104292	0	0	0.0	0
rotifer_genome_8	0.00018015876455368396	0.0011382759276993282	0.001134023521124461	0.0010774096286293444	0.0013142409861905957	0.0031183624560585654	0.0031346183363359925	0.0030520044053594653	0.003348021291942671	0.005058891945900479	0.005074639094060918	0.005118286347523093	0.005389992373352137	0.006997134505857039	0.006938964666391767	0.007059438251361794	0.0073416262246756014	0.009893617574555091	0.01016366836532312	0.010142819081927157	0.010465323102497814	0.09857421438223668	0.09815934108112145	0.09842472471574315	0.0989402044123554	0.1947767327771357	0.19429342960121732	0.19340561648552723	0.1930701812502399	0.00010932136941399495	7.458137922311536e-05	0	0.0
